fish_table_id,anem_table_id,fish_spp,sample_id,recap,tag_id,color,sex,size,fish_obs_time,dive_table_id,anem_obs,anem_obs_time,anem_id,old_anem_id,anem_spp,anem_dia,dive_type,date,site,gps,gen_id,fish_indiv,ligation_id,time_date,lat,lon
6365,6641,APCL,APCL15_356422,N,985153000356422,O,M,8.4,NA,271,1228,13:53:00,1229,NA,HECR,30,C,2015-06-09,Haina,3,1068,1068,L2685,2015-06-09 05:53:00,10.64081371295,124.784941475375
6418,6664,APCL,APCL15_404131,N,985153000404131,YP,F,10.1,NA,272,1562,11:19:00,2145,NA,HECR,30,C,2015-06-11,Tamakin Dacot,3,1069,1069,L2655,2015-06-11 03:19:00,10.653480424075,124.783963894025
6285,6606,APCL,APCL15_368773,N,985153000368773,Y,J,6.1,NA,266,712,11:56:00,702,NA,HECR,35,C,2015-06-07,Elementary School,3,1070,1070,L2703,2015-06-07 03:56:00,10.7984168082333,124.7686662432
6275,6602,APCL,APCL15_368386,N,985153000368386,YP,F,8.5,NA,266,1304,11:31:00,1304,NA,HECR,30,C,2015-06-07,Elementary School,3,1071,1071,L2694,2015-06-07 03:31:00,10.798912730525,124.76864397525
6385,6648,APCL,APCL15_362514,N,985153000362514,O,M,9.1,NA,271,453,14:11:00,447,NA,HECR,30,C,2015-06-09,Haina,3,1072,1072,L2658,2015-06-09 06:11:00,10.640660198425,124.784038430075
6419,6664,APCL,APCL15_403170,N,985153000403170,O,M,8.4,NA,272,1562,11:19:00,2145,NA,HECR,30,C,2015-06-11,Tamakin Dacot,3,1073,1073,L2670,2015-06-11 03:19:00,10.653480424075,124.783963894025
6305,6614,APCL,APCL15_371140,N,985153000371140,O,M,8.9,NA,267,719,14:35:00,709,NA,HECR,10,C,2015-06-07,San Agustin,3,1074,1074,L2699,2015-06-07 06:35:00,10.768618604625,124.783899332425
6305,6614,APCL,APCL15_371140,N,985153000371140,O,M,8.9,NA,267,719,14:35:00,709,NA,HECR,10,C,2015-06-07,San Agustin,3,1074,1074,L5080,2015-06-07 06:35:00,10.768618604625,124.783899332425
6200,6575,APCL,APCL15_372316,N,985153000372316,YR,J,6.3,NA,263,940,11:18:00,929,NA,HECR,60,C,2015-06-05,Cabatoan,3,1075,1075,L2708,2015-06-05 03:18:00,10.85536365395,124.726219936275
6208,6577,APCL,APCL15_368338,N,985153000368338,YP,F,10,NA,263,703,11:54:00,930,NA,ENQD,80,C,2015-06-05,Cabatoan,3,1076,1076,L2720,2015-06-05 03:54:00,10.855318307875,124.7262603161
6310,6616,APCL,APCL15_369699,N,985153000369699,O,M,7,NA,267,1309,14:42:00,1309,NA,HECR,15,C,2015-06-07,San Agustin,3,1077,1077,L2701,2015-06-07 06:42:00,10.768515088125,124.78392835475
6442,6674,APCL,APCL15_406453,N,985153000406453,YR,J,6.4,NA,273,810,14:36:00,805,NA,HECR,15,C,2015-06-11,Sitio Baybayon,3,1078,1078,L2682,2015-06-11 06:36:00,10.632413034325,124.7768691159
6357,6638,APCL,APCL15_370997,N,985153000370997,YP,F,11,NA,270,NA,11:06:00,NA,NA,????,NA,C,2015-06-09,Tamakin Dacot,3,1079,1079,L2659,2015-06-09 03:06:00,10.65339966445,124.7843675874
6266,6599,APCL,APCL15_372611,N,985153000372611,O,M,10.5,NA,265,707,10:31:00,697,NA,HECR,30,C,2015-06-07,Hicgop South,3,1080,1080,L2704,2015-06-07 02:31:00,10.809186073025,124.765403720075
6253,6596,APCL,APCL15_403314,N,985153000403314,O,M,8.5,NA,265,1307,09:47:00,1307,NA,HECR,30,C,2015-06-07,Hicgop South,3,1081,1081,L2702,2015-06-07 01:47:00,10.81165433395,124.76424777185
6199,6575,APCL,APCL15_373218,N,985153000373218,YP,F,9.8,NA,263,940,11:18:00,929,NA,HECR,60,C,2015-06-05,Cabatoan,3,1082,1082,L2737,2015-06-05 03:18:00,10.85536365395,124.726219936275
6391,6651,APCL,APCL15_370180,N,985153000370180,YP,F,8.4,NA,271,1203,14:37:00,1204,NA,HECR,30,C,2015-06-09,Haina,3,1083,1083,L2686,2015-06-09 06:37:00,10.641096015425,124.782976002875
6313,6617,APCL,APCL15_355603,N,985153000355603,O,M,9.2,NA,267,NA,14:52:00,NA,NA,????,NA,C,2015-06-07,San Agustin,3,1084,1084,L2700,2015-06-07 06:52:00,10.768455429925,124.783993063025
6268,6600,APCL,APCL15_362937,N,985153000362937,O,M,8.7,NA,266,1268,11:18:00,1269,NA,HECR,30,C,2015-06-07,Elementary School,3,1085,1085,L2693,2015-06-07 03:18:00,10.79949663485,124.768321188175
6424,6666,APCL,APCL15_404021,N,985153000404021,O,M,10.7,NA,272,764,11:43:00,755,NA,????,NA,C,2015-06-11,Tamakin Dacot,3,1086,1086,L2654,2015-06-11 03:43:00,10.65211459295,124.784319056175
6214,6577,APCL,APCL15_372788,N,985153000372788,O,M,7,NA,263,703,11:54:00,930,NA,ENQD,80,C,2015-06-05,Cabatoan,3,1087,1087,L2717,2015-06-05 03:54:00,10.855318307875,124.7262603161
6430,6668,APCL,APCL15_403157,N,985153000403157,O,M,11.9,NA,272,76,11:59:00,395,NA,HECR,30,C,2015-06-11,Tamakin Dacot,3,1088,1088,L2684,2015-06-11 03:59:00,10.652070881325,124.78389308785
6347,6635,APCL,APCL15_404299,N,985153000404299,O,M,11.6,NA,270,1551,10:31:00,2134,NA,ENQD,15,C,2015-06-09,Tamakin Dacot,3,1089,1089,L2679,2015-06-09 02:31:00,10.65383175155,124.7838916001
6406,6657,APCL,APCL15_406807,N,985153000406807,O,M,7.2,NA,271,1229,15:21:00,1230,NA,HECR,35,C,2015-06-09,Haina,3,1090,1090,L2680,2015-06-09 07:21:00,10.6405636389,124.7819544794
6211,6577,APCL,APCL15_364882,N,985153000364882,O,M,7.7,NA,263,703,11:54:00,930,NA,ENQD,80,C,2015-06-05,Cabatoan,3,1091,1091,L2714,2015-06-05 03:54:00,10.855318307875,124.7262603161
6387,6648,APCL,APCL15_369857,N,985153000369857,O,M,8.8,NA,271,453,14:11:00,447,NA,HECR,30,C,2015-06-09,Haina,3,1092,1092,L2664,2015-06-09 06:11:00,10.640660198425,124.784038430075
8206,7943,APCL,APCL16_710,N,985153000407049,O,M,7.4,NA,333,NA,11:08:00,NA,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1093,1093,L5389,2016-06-07 03:08:00,10.6327143218,124.776922026675
8180,7933,APCL,APCL16_695,N,985153000372009,O,M,10,NA,333,1570,10:00:00,2153,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1094,1094,L5380,2016-06-07 02:00:00,10.6327002402,124.776695589525
8218,7953,APCL,APCL16_718,N,985153000404528,O,M,9.2,NA,334,1574,13:05:00,2157,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1095,1095,L5397,2016-06-07 05:05:00,10.63272507165,124.776935395775
8202,7942,APCL,APCL16_706,N,985153000353931,O,M,8.2,NA,333,1574,11:08:00,2157,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1096,1096,L5387,2016-06-07 03:08:00,10.6327143218,124.776922026675
8210,7948,APCL,APCL16_712,N,985153000368815,O,M,8.8,NA,334,1924,12:39:00,2535,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,1097,1097,L5391,2016-06-07 04:39:00,10.632626919525,124.7769437777
8214,7951,APCL,APCL16_716,N,985153000356736,YR,J,6.2,NA,334,1926,12:56:00,2537,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,1098,1098,L5395,2016-06-07 04:56:00,10.63266174635,124.776914503925
8222,7957,APCL,APCL16_721,N,985153000370324,YR,J,5.2,NA,334,1930,13:19:00,2541,NA,HECR,25,C,2016-06-07,Sitio Baybayon,4,1099,1099,L5399,2016-06-07 05:19:00,10.63278079035,124.77703851415
8181,7933,APCL,APCL16_696,N,985153000356593,YP,F,9.7,NA,333,1570,10:00:00,2153,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,2207,2207,L5381,2016-06-07 02:00:00,10.6327002402,124.776695589525
8213,7951,APCL,APCL16_715,N,985153000364747,YR,J,5.4,NA,334,1926,12:56:00,2537,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,1101,1101,L5394,2016-06-07 04:56:00,10.63266174635,124.776914503925
8223,7958,APCL,APCL16_722,N,985153000364038,YR,J,5.5,NA,334,1931,13:23:00,2542,NA,HECR,15,C,2016-06-07,Sitio Baybayon,4,1102,1102,L5400,2016-06-07 05:23:00,10.63278657385,124.77702897975
8179,7932,APCL,APCL16_697,N,985153000354884,O,M,7.2,NA,333,1572,09:58:00,2155,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1103,1103,L5382,2016-06-07 01:58:00,10.632683853625,124.776717340575
8169,7926,APCL,APCL16_689,N,985153000372176,YR,J,5.2,NA,333,1566,09:22:00,2149,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1104,1104,L3703,2016-06-07 01:22:00,10.63253863715,124.776821569575
8169,7926,APCL,APCL16_689,N,985153000372176,YR,J,5.2,NA,333,1566,09:22:00,2149,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1104,1104,L5374,2016-06-07 01:22:00,10.63253863715,124.776821569575
8284,7989,APCL,APCL16_747,N,985153000356152,O,M,11.8,NA,335,1552,09:32:00,2135,NA,MADO,25,C,2016-06-09,Tamakin Dacot,4,1013,1013,L5425,2016-06-09 01:32:00,10.653827288175,124.7839318961
8203,7942,APCL,APCL16_707,N,985153000371995,O,M,7.5,NA,333,1574,11:08:00,2157,NA,HECR,30,C,2016-06-07,Sitio Baybayon,4,1106,1106,L5388,2016-06-07 03:08:00,10.6327143218,124.776922026675
8246,7971,APCL,APCL16_732,N,985153000371121,YR,J,6.7,NA,334,750,14:03:00,2548,741,HECR,25,C,2016-06-07,Sitio Baybayon,4,1107,1107,L5410,2016-06-07 06:03:00,10.6329746847,124.776967058425
8211,7949,APCL,APCL16_713,N,985153000362909,YR,J,5.9,NA,334,1925,12:47:00,2536,NA,HECR,20,C,2016-06-07,Sitio Baybayon,4,1108,1108,L5392,2016-06-07 04:47:00,10.632667383175,124.7769633075
7973,7747,APCL,APCL16_540,N,985153000355933,O,M,8.7,NA,328,608,09:40:00,2473,597,HECR,25,C,2016-06-04,Wangag,3,1109,1109,L5247,2016-06-04 01:40:00,10.8699222654,124.7158620204
7994,7763,APCL,APCL16_553,N,985153000406256,O,M,9,NA,328,1863,10:43:00,2481,NA,HECR,35,C,2016-06-04,Wangag,3,1110,1110,L5255,2016-06-04 02:43:00,10.869714687575,124.715942088525
7950,7722,APCL,APCL16_520,N,985153000371722,YP,F,8.6,NA,327,612,13:53:00,2465,601,STHD,20,C,2016-06-03,Wangag,3,1111,1111,L5228,2016-06-03 05:53:00,10.8705491759,124.714694051067
7978,7747,APCL,APCL16_535,N,985153000400988,O,M,8.6,NA,328,608,09:40:00,2473,597,HECR,25,C,2016-06-04,Wangag,3,1112,1112,L5242,2016-06-04 01:40:00,10.8699222654,124.7158620204
7935,7708,APCL,APCL16_509,N,985153000405091,W,J,6.2,NA,327,1838,12:53:00,2458,NA,HECR,25,C,2016-06-03,Wangag,3,1113,1113,L5219,2016-06-03 04:53:00,10.8713747654,124.71447173505
7911,7692,APCL,APCL16_501,N,985153000363797,O,M,9.2,NA,326,948,10:11:00,2450,936,ENQD,15,C,2016-06-03,S. Magbangon,3,1114,1114,L5212,2016-06-03 02:11:00,10.8577111456333,124.724519150367
7910,7692,APCL,APCL16_498,N,985153000370790,O,M,8.8,NA,326,948,10:11:00,2450,936,ENQD,15,C,2016-06-03,S. Magbangon,3,1115,1115,L5211,2016-06-03 02:11:00,10.8577111456333,124.724519150367
7970,7747,APCL,APCL16_537,N,985153000402210,YP,F,9.5,NA,328,608,09:40:00,2473,597,HECR,25,C,2016-06-04,Wangag,3,1116,1116,L5244,2016-06-04 01:40:00,10.8699222654,124.7158620204
7899,7688,APCL,APCL16_490,N,985153000371171,YP,F,9.3,NA,326,NA,09:57:00,NA,NA,ENQD,15,C,2016-06-03,S. Magbangon,3,1117,1117,L5207,2016-06-03 01:57:00,10.85781892295,124.724596655
7919,7696,APCL,APCL16_506,N,985153000368085,O,M,8.5,NA,326,1834,10:47:00,2453,NA,HECR,30,C,2016-06-03,S. Magbangon,3,1118,1118,L5216,2016-06-03 02:47:00,10.858044207575,124.724301884425
7922,7698,APCL,APCL16_507,N,985153000354622,O,M,8,NA,326,1835,11:00:00,2454,NA,ENQD,15,C,2016-06-03,S. Magbangon,3,1119,1119,L5217,2016-06-03 03:00:00,10.858221254325,124.724321058
6176,6562,APCL,APCL15_369437,N,985153000369437,O,M,8.5,NA,262,1533,14:53:00,2118,NA,HECR,15,C,2015-06-04,N. Magbangon,3,1120,1120,L2759,2015-06-04 06:53:00,10.8608534653,124.721937831475
7765,7491,APCL,APCL16_404,N,985153000353898,O,M,8.5,NA,322,1801,10:56:00,2422,NA,HECR,30,C,2016-05-31,N. Magbangon,3,1121,1121,L5136,2016-05-31 02:56:00,10.861555365825,124.72134745215
7722,7402,APCL,APCL16_367,N,985153000368530,O,M,7.1,NA,320,NA,10:36:00,NA,NA,HECR,30,C,2016-05-30,N. Magbangon,3,1122,1122,L5111,2016-05-30 02:36:00,10.8618701063,124.72122128355
5907,6359,APCL,APCL15_403566,N,985153000403566,YR,J,6.6,NA,253,888,15:12:00,2021,884,HECR,30,C,2015-05-30,Palanas,3,1123,1123,L3094,2015-05-30 07:12:00,10.873272072075,124.712172453275
7655,7357,APCL,APCL16_324,N,985153000407436,YP,F,10.2,NA,318,NA,11:21:00,NA,NA,HECR,30,C,2016-05-29,N. Magbangon,3,1124,1124,L5075,2016-05-29 03:21:00,10.8618105948,124.720997067625
7775,7531,APCL,APCL16_412,N,985153000355841,O,M,8.1,NA,322,1361,11:27:00,2423,1361,HECR,30,C,2016-05-31,N. Magbangon,3,1125,1125,L5143,2016-05-31 03:27:00,10.86151387545,124.721424921875
6629,6757,APCL,APCL15_354408,N,985153000354408,YP,F,8.7,NA,277,551,11:34:00,540,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,1126,1126,L2841,2015-06-14 03:34:00,10.63427677145,124.7767812945
5887,6350,APCL,APCL15_402799,N,985153000402799,O,M,9.9,NA,253,1431,14:30:00,2019,NA,HECR,40,C,2015-05-30,Palanas,3,1127,1127,L2932,2015-05-30 06:30:00,10.8729199064,124.712266079175
7949,7722,APCL,APCL16_519,N,985153000369267,O,M,8.3,NA,327,612,13:53:00,2465,601,STHD,20,C,2016-06-03,Wangag,3,1128,1128,L5227,2016-06-03 05:53:00,10.8705491759,124.714694051067
6683,6779,APCL,APCL15_355417,N,985153000355417,YP,F,10.4,NA,278,574,15:17:00,563,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,2090,2090,L2952,2015-06-14 07:17:00,10.6347751594,124.77617304075
7659,7357,APCL,APCL16_328,N,985153000400004,O,M,9.2,NA,318,NA,11:21:00,NA,NA,HECR,30,C,2016-05-29,N. Magbangon,3,1130,1130,L5079,2016-05-29 03:21:00,10.8618105948,124.720997067625
7728,7412,APCL,APCL16_373,N,985153000355917,YP,F,8.1,NA,320,1182,12:38:00,2415,1183,HECR,25,C,2016-05-30,N. Magbangon,3,1131,1131,L5116,2016-05-30 04:38:00,10.861883035375,124.721126589
7953,7724,APCL,APCL16_523,N,985153000405722,O,M,8,NA,327,1846,14:01:00,2467,NA,HECR,25,C,2016-06-03,Wangag,3,1132,1132,L5231,2016-06-03 06:01:00,10.87042176395,124.7147918609
5868,6340,APCL,APCL15_403994,N,985153000403994,YP,F,9.4,NA,253,427,13:45:00,425,NA,HECR,35,C,2015-05-30,Palanas,3,1133,1133,L2943,2015-05-30 05:45:00,10.872820643725,124.711889585025
6159,6549,APCL,APCL15_354741,N,985153000354741,O,M,8.8,NA,261,1526,11:52:00,2111,NA,HECR,15,C,2015-06-04,N. Magbangon,3,1134,1134,L2807,2015-06-04 03:52:00,10.86104800925,124.72172857725
5796,6302,APCL,APCL15_371421,N,985153000371421,YP,F,9.1,NA,251,1420,14:15:00,2009,NA,HECR,25,C,2015-05-29,Palanas,3,1135,1135,L2805,2015-05-29 06:15:00,10.874248459,124.71081810535
5900,6355,APCL,APCL15_404829,N,985153000404829,YP,F,11.7,NA,253,419,14:47:00,417,NA,STME,40,C,2015-05-30,Palanas,3,1136,1136,L2796,2015-05-30 06:47:00,10.873045383475,124.712185466175
7959,7727,APCL,APCL16_526,N,985153000405666,O,M,8.7,NA,327,611,14:37:00,2469,600,HECR,20,C,2016-06-03,Wangag,3,1137,1137,L5234,2016-06-03 06:37:00,10.87025299435,124.71510563745
7726,7410,APCL,APCL16_371,N,985153000354678,Y,J,6.6,NA,320,1792,12:22:00,2413,NA,HECR,10,C,2016-05-30,N. Magbangon,3,1138,1138,L5114,2016-05-30 04:22:00,10.861887393975,124.7212500125
6645,6764,APCL,APCL15_369891,N,985153000369891,O,M,8.4,NA,278,1017,13:36:00,1025,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,1139,1139,L2864,2015-06-14 05:36:00,10.63444059575,124.776430323225
6238,6587,APCL,APCL15_404452,N,985153000404452,O,M,8.5,NA,264,909,14:20:00,904,NA,HECR,30,C,2015-06-05,Cabatoan,3,1140,1140,L2886,2015-06-05 06:20:00,10.8548143669,124.72775053465
6595,6741,APCL,APCL15_356406,N,985153000356406,YP,F,9.1,NA,277,547,10:14:00,537,NA,HECR,20,C,2015-06-14,Sitio Baybayon,3,1141,1141,L2842,2015-06-14 02:14:00,10.634074055125,124.776493439
5882,6347,APCL,APCL15_402189,N,985153000402189,O,M,10.3,NA,253,421,14:19:00,419,NA,HECR,40,C,2015-05-30,Palanas,3,NA,1472,L3037,2015-05-30 06:19:00,10.87287500035,124.712196362675
5905,6359,APCL,APCL15_402921,N,985153000402921,YP,F,8.9,NA,253,888,15:12:00,2021,884,HECR,30,C,2015-05-30,Palanas,3,1142,1142,L2800,2015-05-30 07:12:00,10.873272072075,124.712172453275
7819,7645,APCL,APCL16_439,N,985153000353943,YP,F,10.6,NA,324,1807,09:24:00,2428,NA,HECR,30,C,2016-06-02,N. Magbangon,3,1143,1143,L5166,2016-06-02 01:24:00,10.860012718475,124.722331089425
7956,7726,APCL,APCL16_524,N,985153000400979,O,M,9.2,NA,327,1474,14:26:00,2060,NA,HECR,30,C,2016-06-03,Wangag,3,153,153,L5232,2016-06-03 06:26:00,10.87032860332,124.71494532936
5965,6399,APCL,APCL15_406317,N,985153000406317,O,M,8.3,NA,256,1127,14:25:00,1130,NA,HECR,20,C,2015-05-31,Wangag,3,1145,1145,L2795,2015-05-31 06:25:00,10.871397061275,124.7142015444
6128,6525,APCL,APCL15_355444,N,985153000355444,YP,F,8.6,NA,261,1316,10:00:00,1316,NA,HECR,15,C,2015-06-04,N. Magbangon,3,1146,1146,L3006,2015-06-04 02:00:00,10.861539817425,124.7214268078
5890,6351,APCL,APCL15_404741,N,985153000404741,O,M,8.2,NA,253,421,14:39:00,909,NA,HECR,35,C,2015-05-30,Palanas,3,16,16,L2919,2015-05-30 06:39:00,10.8729482163,124.71218529855
6167,6556,APCL,APCL15_371132,N,985153000371132,O,M,8.6,NA,262,521,14:13:00,511,NA,HECR,15,C,2015-06-04,N. Magbangon,3,1148,1148,L2810,2015-06-04 06:13:00,10.860881984725,124.72173985095
7656,7357,APCL,APCL16_325,N,985153000401757,O,M,7.6,NA,318,NA,11:21:00,NA,NA,HECR,30,C,2016-05-29,N. Magbangon,3,1149,1149,L5076,2016-05-29 03:21:00,10.8618105948,124.720997067625
7800,7592,APCL,APCL16_429,N,985153000371009,O,M,8.2,NA,323,NA,13:56:00,NA,NA,HECR,30,C,2016-05-31,N. Magbangon,3,1150,1150,L5156,2016-05-31 05:56:00,10.86093990365,124.721628979325
7900,7689,APCL,APCL16_491,N,985153000370013,O,M,9.7,NA,326,NA,09:57:00,NA,NA,ENQD,15,C,2016-06-03,S. Magbangon,3,1151,1151,L5208,2016-06-03 01:57:00,10.85781892295,124.724596655
5776,6292,APCL,APCL15_374248,N,985153000374248,O,M,8.9,NA,250,1419,12:10:00,2008,NA,HECR,15,C,2015-05-29,Palanas,3,1152,1152,L3098,2015-05-29 04:10:00,10.87377827615,124.7109159641
7712,7401,APCL,APCL16_351,N,985153000370445,YR,J,5.6,NA,320,1088,10:36:00,2412,1092,HECR,30,C,2016-05-30,N. Magbangon,3,1153,1153,L5095,2016-05-30 02:36:00,10.8618701063,124.72122128355
5916,6366,APCL,APCL15_402768,N,985153000402768,O,M,8.5,NA,253,932,15:43:00,921,NA,HECR,30,C,2015-05-30,Palanas,3,1154,1154,L2804,2015-05-30 07:43:00,10.873515377725,124.71206357235
7895,7688,APCL,APCL16_486,N,985153000370405,O,M,7.4,NA,326,NA,09:57:00,NA,NA,ENQD,15,C,2016-06-03,S. Magbangon,3,1155,1155,L5204,2016-06-03 01:57:00,10.85781892295,124.724596655
7877,7683,APCL,APCL16_469,N,985153000403459,YP,F,8.6,NA,325,480,13:41:00,2445,472,HECR,10,C,2016-06-02,S. Magbangon,3,1156,1156,L5191,2016-06-02 05:41:00,10.85745774675,124.72465870205
7748,7451,APCL,APCL16_389,N,985153000368655,O,M,8.6,NA,322,1799,09:59:00,2420,NA,HECR,30,C,2016-05-31,N. Magbangon,3,1157,1157,L5123,2016-05-31 01:59:00,10.861642810075,124.721386218475
7716,7401,APCL,APCL16_355,N,985153000353954,O,M,7.3,NA,320,1088,10:36:00,2412,1092,HECR,30,C,2016-05-30,N. Magbangon,3,1158,1158,L5099,2016-05-30 02:36:00,10.8618701063,124.72122128355
6010,6434,APCL,APCL15_376036,N,985153000376036,YP,F,9,NA,257,903,11:29:00,899,NA,HECR,30,C,2015-06-01,Wangag,3,1159,1159,L3107,2015-06-01 03:29:00,10.87186540015,124.713713885275
5763,6284,APCL,APCL15_374415,N,985153000374415,O,M,9.1,NA,250,1417,11:44:00,2006,NA,HECR,40,C,2015-05-29,Palanas,3,1160,1160,L3059,2015-05-29 03:44:00,10.874023719225,124.710646905
5913,6365,APCL,APCL15_403879,N,985153000403879,YR,J,7,NA,253,891,15:37:00,887,NA,HECR,15,C,2015-05-30,Palanas,3,1161,1161,L2785,2015-05-30 07:37:00,10.87343359135,124.71211166355
5826,6317,APCL,APCL15_373778,N,985153000373778,O,M,7.7,NA,251,486,15:50:00,478,NA,MADO,30,C,2015-05-29,Palanas,3,1162,1162,L2830,2015-05-29 07:50:00,10.873544944925,124.711117548875
6158,6548,APCL,APCL15_363819,N,985153000363819,YR,J,6.4,NA,261,1298,11:48:00,1298,NA,HECR,15,C,2015-06-04,N. Magbangon,3,1163,1163,L2928,2015-06-04 03:48:00,10.861046186175,124.72161238315
5903,6358,APCL,APCL15_407477,N,985153000407477,O,M,8.4,NA,253,416,15:04:00,414,NA,MADO,25,C,2015-05-30,Palanas,3,1164,1164,L2821,2015-05-30 07:04:00,10.87322289125,124.7122078668
7791,7576,APCL,APCL16_424,N,985153000370074,O,M,8.2,NA,323,533,13:20:00,2424,523,HECR,30,C,2016-05-31,N. Magbangon,3,1165,1165,L5152,2016-05-31 05:20:00,10.8612595056,124.721461026925
6009,6434,APCL,APCL15_400408,N,985153000400408,O,M,8.1,NA,257,903,11:29:00,899,NA,HECR,30,C,2015-06-01,Wangag,3,1166,1166,L3061,2015-06-01 03:29:00,10.87186540015,124.713713885275
5705,6252,APCL,APCL15_371477,N,985153000371477,YP,F,11.2,NA,248,807,11:10:00,801,NA,HECR,25,C,2015-05-28,Visca,3,8,8,L2815,2015-05-28 03:10:00,10.7434153324,124.78691315045
5867,6340,APCL,APCL15_404951,N,985153000404951,O,M,8.6,NA,253,427,13:45:00,425,NA,HECR,35,C,2015-05-30,Palanas,3,1168,1168,L2825,2015-05-30 05:45:00,10.872820643725,124.711889585025
7713,7401,APCL,APCL16_352,N,985153000356829,O,M,8.8,NA,320,1088,10:36:00,2412,1092,HECR,30,C,2016-05-30,N. Magbangon,3,1169,1169,L5096,2016-05-30 02:36:00,10.8618701063,124.72122128355
5706,6253,APCL,APCL15_375747,N,985153000375747,O,M,9.5,NA,248,284,11:32:00,1284,284,MADO,15,C,2015-05-28,Visca,3,1170,1170,L2933,2015-05-28 03:32:00,10.74297664455,124.787170642525
7946,7720,APCL,APCL16_517,N,985153000372484,YP,F,8.4,NA,327,1843,13:41:00,2464,NA,HECR,35,C,2016-06-03,Wangag,3,1171,1171,L5225,2016-06-03 05:41:00,10.87071009726,124.71459516696
6174,6560,APCL,APCL15_354641,N,985153000354641,YR,J,6.7,NA,262,1531,14:39:00,2116,NA,HECR,30,C,2015-06-04,N. Magbangon,3,1172,1172,L2766,2015-06-04 06:39:00,10.860950297225,124.72182966305
5789,6298,APCL,APCL15_373943,N,985153000373943,O,M,9.2,NA,251,740,14:03:00,730,NA,HECR,30,C,2015-05-29,Palanas,3,NA,985153000373943,L3151,2015-05-29 06:03:00,10.87429541865,124.710887025575
6177,6562,APCL,APCL15_370062,N,985153000370062,YP,F,8.4,NA,262,1533,14:53:00,2118,NA,HECR,15,C,2015-06-04,N. Magbangon,3,1173,1173,L2762,2015-06-04 06:53:00,10.8608534653,124.721937831475
5813,6312,APCL,APCL15_372491,N,985153000372491,O,M,10.6,NA,251,1423,15:06:00,2012,NA,HECR,25,C,2015-05-29,Palanas,3,1174,1174,L2783,2015-05-29 07:06:00,10.87403968675,124.710770118975
6668,6774,APCL,APCL15_372902,N,985153000372902,YP,F,9.3,NA,278,569,14:48:00,558,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,1175,1175,L2839,2015-06-14 06:48:00,10.63458478545,124.7763087228
7790,7575,APCL,APCL16_423,N,985153000400217,YR,J,5.8,NA,323,1701,13:12:00,2254,NA,HECR,30,C,2016-05-31,N. Magbangon,3,1176,1176,L5151,2016-05-31 05:12:00,10.8613857371,124.721488812925
7644,7351,APCL,APCL16_313,N,985153000401581,YP,F,8.6,NA,317,NA,14:34:00,NA,NA,HECR,30,C,2016-05-28,Poroc Rose,3,1177,1177,L5071,2016-05-28 06:34:00,10.756530642975,124.785899673575
5852,6333,APCL,APCL15_404526,N,985153000404526,YP,F,10.3,NA,252,925,11:45:00,915,NA,ENQD,20,C,2015-05-30,Palanas,3,1178,1178,L2794,2015-05-30 03:45:00,10.8730946481,124.71162607895
7727,7411,APCL,APCL16_372,N,985153000372882,YR,J,6.4,NA,320,1793,12:31:00,2414,NA,HECR,20,C,2016-05-30,N. Magbangon,3,1179,1179,L5115,2016-05-30 04:31:00,10.861886052875,124.7211578116
7686,7387,APCL,APCL16_338,N,985153000403342,O,M,9.1,NA,318,1787,12:17:00,2408,NA,HECR,30,C,2016-05-29,N. Magbangon,3,1180,1180,L5085,2016-05-29 04:17:00,10.861825724125,124.7211957397
5998,6428,APCL,APCL15_400205,N,985153000400205,O,M,8.4,NA,257,157,10:58:00,1064,NA,HECR,30,C,2015-06-01,Wangag,3,1181,1181,L2926,2015-06-01 02:58:00,10.871834114675,124.71384661275
5809,6310,APCL,APCL15_376136,N,985153000376136,O,M,8.6,NA,251,965,14:52:00,949,NA,HECR,35,C,2015-05-29,Palanas,3,302,302,L2849,2015-05-29 06:52:00,10.8744114451,124.7107446799
6664,6772,APCL,APCL15_372608,N,985153000372608,O,M,8.6,NA,278,565,14:35:00,554,NA,HECR,30,C,2015-06-14,Sitio Baybayon,3,1183,1183,L2851,2015-06-14 06:35:00,10.634610496925,124.7763546137
5926,6373,APCL,APCL15_403889,N,985153000403889,O,M,7.6,NA,255,1138,11:04:00,1139,NA,HECR,40,C,2015-05-31,Wangag,3,1184,1184,L2908,2015-05-31 03:04:00,10.8714168216,124.713981163225
