sheet_index,project_index,project_acc_bioprj,biosample_acc_sra,run_acc_sra,sampleEnteredBy,collectorList,materialSampleID,genus,specificEpithet,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,georeferenceProtocol,habitat,microHabitat,environmentalMedium,yearCollected,monthCollected,dayCollected,establishmentMeans,permitInformation,associatedReferences,preservative,derivedGeneticDataType,derivedGeneticDataURI,derivedGeneticDataFormat,derivedGeneticDataFilename,derivedGeneticDataRemarks,phylum,class,order,family,colloquialName,nomenclaturalCode,scientificNameID,infraspecies,lifeStage,sex,otherCatalogNumbers,associatedMedia,samplingProtocol,tissueType,continentOcean,island,maximumDepthInMeters,maximumElevationInMeters,minimumDepthInMeters,minimumElevationInMeters,stateProvince,landOwner,library_selection_sra,library_strat_sra,read_type_sra,sequencing_platform,instrument_model,study_acc_sra,experiment_acc_sra,package_biosamp,dataset_id
0001,M0066,PRJNA563695,SAMN12685932,SRR10062055,Sofia Beskid,Michelle Stuart,APCL13_528_L0666,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795756,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1818,M0066,PRJNA563695,SAMN12747393,SRR10118641,Sofia Beskid,Michelle Stuart,APCL16_728_L5406,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848251,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1819,M0066,PRJNA563695,SAMN12747517,SRR10118184,Sofia Beskid,Michelle Stuart,APCL17_551_L5577,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,10,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847489,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1820,M0066,PRJNA563695,SAMN12743311,SRR10115160,Sofia Beskid,Michelle Stuart,APCL18_260_L3832,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844750,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1821,M0066,PRJNA563695,SAMN12742580,SRR10114618,Sofia Beskid,Michelle Stuart,APCL15_093_L2746,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,5,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6843957,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1822,M0066,PRJNA563695,SAMN12746927,SRR10117940,Sofia Beskid,Michelle Stuart,APCL17_428_L4907,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,6,4,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847733,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1823,M0066,PRJNA563695,SAMN12686196,SRR10062425,Sofia Beskid,Michelle Stuart,APCL14_555_L0974,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,7,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796049,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1824,M0066,PRJNA563695,SAMN12746874,SRR10117937,Sofia Beskid,Michelle Stuart,APCL17_222_L4446,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,25,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847736,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1825,M0066,PRJNA563695,SAMN12742446,SRR10114517,Sofia Beskid,Michelle Stuart,APCL15_369143_L2599,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844058,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1826,M0066,PRJNA563695,SAMN12686632,SRR10061573,Sofia Beskid,Michelle Stuart,APCL14_430_L2455,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,24,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795566,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1827,M0066,PRJNA563695,SAMN12685830,SRR10061759,Sofia Beskid,Michelle Stuart,APCL13_401_L0405,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795380,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1828,M0066,PRJNA563695,SAMN12747383,SRR10118652,Sofia Beskid,Michelle Stuart,APCL16_715_L5394,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848240,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1829,M0066,PRJNA563695,SAMN12742544,SRR10114657,Sofia Beskid,Michelle Stuart,APCL15_372611_L2704,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6843918,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1830,M0066,PRJNA563695,SAMN12747131,SRR10118385,Sofia Beskid,Michelle Stuart,APCL16_390_L5124,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847960,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1831,M0066,PRJNA563695,SAMN12747279,SRR10118768,Sofia Beskid,Michelle Stuart,APCL16_591_L5283,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,5,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848124,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1832,M0066,PRJNA563695,SAMN12742434,SRR10114650,Sofia Beskid,Michelle Stuart,APCL15_403045_L2587,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6843925,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1833,M0066,PRJNA563695,SAMN12742799,SRR10114375,Sofia Beskid,Michelle Stuart,APCL15_021_L2995,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,5,31,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844200,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1834,M0066,PRJNA563695,SAMN12747389,SRR10118646,Sofia Beskid,Michelle Stuart,APCL16_722_L5400,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848246,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1835,M0066,PRJNA563695,SAMN12686138,SRR10061826,Sofia Beskid,Michelle Stuart,APCL14_111_L0902,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,16,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795985,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1836,M0066,PRJNA563695,SAMN12743164,SRR10114843,Sofia Beskid,Michelle Stuart,APCL17_288_L3672,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844404,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1837,M0066,PRJNA563695,SAMN12686522,SRR10061695,Sofia Beskid,Michelle Stuart,APCL12_270_L2314,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795444,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1838,M0066,PRJNA563695,SAMN12686002,SRR10061978,Sofia Beskid,Michelle Stuart,APCL14_384_L0738,Amphiprion,Amphiprion clarkii,,,,,,,,,,2014,6,23,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795833,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1839,M0066,PRJNA563695,SAMN12743209,SRR10114793,Sofia Beskid,Michelle Stuart,APCL16_667_L3725,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844454,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1840,M0066,PRJNA563695,SAMN12686582,SRR10061629,Sofia Beskid,Michelle Stuart,APCL15_134_L2390,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,11,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795510,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1841,M0066,PRJNA563695,SAMN12685781,SRR10061749,Sofia Beskid,Michelle Stuart,APCL13_312_L0343,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795390,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1842,M0066,PRJNA563695,SAMN12742530,SRR10114673,Sofia Beskid,Michelle Stuart,APCL15_102_L2689,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6843902,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1843,M0066,PRJNA563695,SAMN12743140,SRR10115279,Sofia Beskid,Michelle Stuart,APCL16_059_L3621,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,13,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844631,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1844,M0066,PRJNA563695,SAMN12743208,SRR10114794,Sofia Beskid,Michelle Stuart,APCL16_668_L3724,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844453,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1845,M0066,PRJNA563695,SAMN12685779,SRR10062139,Sofia Beskid,Michelle Stuart,APCL13_310_L0341,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796335,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1846,M0066,PRJNA563695,SAMN12747236,SRR10118269,Sofia Beskid,Michelle Stuart,APCL16_528_L5236,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848076,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1847,M0066,PRJNA563695,SAMN12747041,SRR10118485,Sofia Beskid,Michelle Stuart,APCL16_264_L5028,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,25,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847860,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1848,M0066,PRJNA563695,SAMN12686626,SRR10061579,Sofia Beskid,Michelle Stuart,APCL13_513_L2443,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795560,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1849,M0066,PRJNA563695,SAMN12742673,SRR10114514,Sofia Beskid,Michelle Stuart,APCL15_355045_L2844,Amphiprion,Amphiprion clarkii,,,,,,,,,,2015,6,14,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844061,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1850,M0066,PRJNA563695,SAMN12747269,SRR10118779,Sofia Beskid,Michelle Stuart,APCL12_123_L5272,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,9,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848113,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1851,M0066,PRJNA563695,SAMN12743181,SRR10114825,Sofia Beskid,Michelle Stuart,APCL17_310_L3694,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,30,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844422,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1852,M0066,PRJNA563695,SAMN12742940,SRR10114908,Sofia Beskid,Michelle Stuart,APCL16_145_L3291,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,17,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844339,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1853,M0066,PRJNA563695,SAMN12686384,SRR10062216,Sofia Beskid,Michelle Stuart,APCL13_576_L1317,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,3,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796258,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1854,M0066,PRJNA563695,SAMN12685915,SRR10062073,Sofia Beskid,Michelle Stuart,APCL13_332_L0643,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,29,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795738,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1855,M0066,PRJNA563695,SAMN12686381,SRR10062220,Sofia Beskid,Michelle Stuart,APCL13_531_L1314,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,6,2,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796254,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1856,M0066,PRJNA563695,SAMN12685772,SRR10062217,Sofia Beskid,Michelle Stuart,APCL13_300_L0331,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6796257,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1857,M0066,PRJNA563695,SAMN12747406,SRR10118627,Sofia Beskid,Michelle Stuart,APCL16_743_L5421,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,7,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848265,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1858,M0066,PRJNA563695,SAMN12742935,SRR10115026,Sofia Beskid,Michelle Stuart,APCL17_091_L3253,Amphiprion,Amphiprion clarkii,,,,,,,,,,2017,5,18,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844884,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1859,M0066,PRJNA563695,SAMN12747302,SRR10118742,Sofia Beskid,Michelle Stuart,APCL16_614_L5306,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,6,6,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6848150,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1860,M0066,PRJNA563695,SAMN12686495,SRR10061725,Sofia Beskid,Michelle Stuart,APCL12_211_L2287,Amphiprion,Amphiprion clarkii,,,,,,,,,,2012,5,11,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,female,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795414,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1861,M0066,PRJNA563695,SAMN12742941,SRR10114907,Sofia Beskid,Michelle Stuart,APCL16_146_L3292,Amphiprion,Amphiprion clarkii,,,,,,,,,,2016,5,17,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6844340,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1862,M0066,PRJNA563695,SAMN12746682,SRR10118131,Sofia Beskid,Michelle Stuart,APCL18_431_L3957,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,19,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847542,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1863,M0066,PRJNA563695,SAMN12746680,SRR10118133,Sofia Beskid,Michelle Stuart,APCL18_429_L3955,Amphiprion,Amphiprion clarkii,,,,,,,,,,2018,3,19,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,adult,male,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6847540,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
1864,M0066,PRJNA563695,SAMN12685782,SRR10061738,Sofia Beskid,Michelle Stuart,APCL13_313_L0344,Amphiprion,Amphiprion clarkii,,,,,,,,,,2013,5,28,,,,,,,,,,Chordata,Actinopteri,,Pomacentridae,yellowtail clownfish,NCBI queried: Fri Jul 17 11:55:33 2020,80970,NA,juvenile,,,,,tail fin,,,,,,,,,ReducedRepresentation,RAD-Seq,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRP220170,SRX6795401,Model organism or animal; version 1.0,PRJNA563695_Amphiprion-clarkii
