"sheet_index","project_index","project_acc_bioprj","biosample_acc_sra","run_acc_sra","sampleEnteredBy","collectorList","materialSampleID","genus","specificEpithet","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","country","georeferenceProtocol","habitat","microHabitat","environmentalMedium","yearCollected","monthCollected","dayCollected","establishmentMeans","permitInformation","associatedReferences","preservative","derivedGeneticDataType","derivedGeneticDataURI","derivedGeneticDataFormat","derivedGeneticDataFilename","derivedGeneticDataRemarks","phylum","class","order","family","colloquialName","nomenclaturalCode","scientificNameID","infraspecies","lifeStage","sex","otherCatalogNumbers","associatedMedia","samplingProtocol","tissueType","continentOcean","island","maximumDepthInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumElevationInMeters","stateProvince","landOwner","library_selection_sra","library_strat_sra","read_type_sra","sequencing_platform","instrument_model","study_acc_sra","experiment_acc_sra","package_biosamp","dataset_id","ligation_id.x","sample_id.x","site.x","date_time.x","gps.x","year.x","month.x","day.x","hour.x","minute.x","lat.x","lon.x","ligation_id.y","sample_id.y","site.y","date_time.y","gps.y","year.y","month.y","day.y","hour.y","minute.y","lat.y","lon.y"
1529,"M0066","PRJNA563695","SAMN12686306","SRR10062302","Sofia Beskid","Michelle Stuart","APCL14_282_L1200","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796172","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1200","APCL14_282","Sitio Baybayon",2014-06-22 03:14:00,1,2014,6,22,3,14,10.63443475,124.776399,"L1200","APCL14_282","Sitio Baybayon",2014-06-22 03:14:00,1,2014,6,22,3,14,10.63443475,124.776399
1530,"M0066","PRJNA563695","SAMN12742581","SRR10114616","Sofia Beskid","Michelle Stuart","APCL15_354523_L2747","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6843959","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2747","APCL15_354523","Cabatoan",2015-06-05 06:16:00,3,2015,6,5,6,16,10.854953925625,124.727738946675,"L2747","APCL15_354523","Cabatoan",2015-06-05 06:16:00,3,2015,6,5,6,16,10.854953925625,124.727738946675
1531,"M0066","PRJNA563695","SAMN12747289","SRR10118757","Sofia Beskid","Michelle Stuart","APCL16_601_L5293","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848135","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5293","APCL16_601","Wangag",2016-06-05 06:07:00,3,2016,6,5,6,7,10.869048787275,124.7163290181,"L5293","APCL16_601","Wangag",2016-06-05 06:07:00,3,2016,6,5,6,7,10.869048787275,124.7163290181
1532,"M0066","PRJNA563695","SAMN12686107","SRR10061860","Sofia Beskid","Michelle Stuart","APCL13_550_L0869","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795951","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0869","APCL13_550","Hicgop South",2013-06-02 08:01:27,1,2013,6,2,8,1,10.81194925,124.76437175,"L0869","APCL13_550","Hicgop South",2013-06-02 08:01:27,1,2013,6,2,8,1,10.81194925,124.76437175
1533,"M0066","PRJNA563695","SAMN12747370","SRR10118666","Sofia Beskid","Michelle Stuart","APCL16_693_L5378","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848226","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5378","APCL16_693","Sitio Baybayon",2016-06-07 01:39:00,4,2016,6,7,1,39,10.6326634437,124.7767522093,"L5378","APCL16_693","Sitio Baybayon",2016-06-07 01:39:00,4,2016,6,7,1,39,10.6326634437,124.7767522093
1534,"M0066","PRJNA563695","SAMN12743063","SRR10114702","Sofia Beskid","Michelle Stuart","APCL17_055_L3420","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844545","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3420","APCL17_055","Palanas",2017-05-15 02:58:10,5,2017,5,15,2,58,10.8728119894,124.711831833725,"L3420","APCL17_055","Palanas",2017-05-15 02:58:10,5,2017,5,15,2,58,10.8728119894,124.711831833725
1535,"M0066","PRJNA563695","SAMN12742946","SRR10114902","Sofia Beskid","Michelle Stuart","APCL16_161_L3297","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844345","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3297","APCL16_161","N. Magbangon",2016-05-17 06:00:00,3,2016,5,17,6,0,10.8613751759,124.7215009667,"L3297","APCL16_161","N. Magbangon",2016-05-17 06:00:00,3,2016,5,17,6,0,10.8613751759,124.7215009667
1536,"M0066","PRJNA563695","SAMN12685907","SRR10062082","Sofia Beskid","Michelle Stuart","APCL14_454_L0626","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795729","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0626","APCL14_454","N. Magbangon",2014-06-26 01:36:00,1,2014,6,26,1,36,10.859769,124.722689,"L0626","APCL14_454","N. Magbangon",2014-06-26 01:36:00,1,2014,6,26,1,36,10.859769,124.722689
1537,"M0066","PRJNA563695","SAMN12747290","SRR10118755","Sofia Beskid","Michelle Stuart","APCL16_602_L5294","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848137","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5294","APCL16_602","Wangag",2016-06-05 06:07:00,3,2016,6,5,6,7,10.869048787275,124.7163290181,"L5294","APCL16_602","Wangag",2016-06-05 06:07:00,3,2016,6,5,6,7,10.869048787275,124.7163290181
1538,"M0066","PRJNA563695","SAMN12685990","SRR10061991","Sofia Beskid","Michelle Stuart","APCL14_049_L0726","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795820","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L0726","APCL14_049","Sitio Baybayon",2014-06-12 07:44:00,1,2014,6,12,7,44,10.63356,124.77678975,"L0726","APCL14_049","Sitio Baybayon",2014-06-12 07:44:00,1,2014,6,12,7,44,10.63356,124.77678975
1539,"M0066","PRJNA563695","SAMN12686481","SRR10061741","Sofia Beskid","Michelle Stuart","APCL12_096_L2268","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6795398","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2268","APCL12_096","Palanas",2012-05-09 04:19:00,1,2012,5,9,4,19,10.87305425,124.7115715,"L2268","APCL12_096","Palanas",2012-05-09 04:19:00,1,2012,5,9,4,19,10.87305425,124.7115715
1540,"M0066","PRJNA563695","SAMN12743418","SRR10115041","Sofia Beskid","Michelle Stuart","APCL18_417_L3952","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844869","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3952","APCL18_417","Sitio Baybayon",2018-03-19 02:01:00,4,2018,3,19,2,1,10.636162720625,124.775767230925,"L3952","APCL18_417","Sitio Baybayon",2018-03-19 02:01:00,4,2018,3,19,2,1,10.636162720625,124.775767230925
1541,"M0066","PRJNA563695","SAMN12742852","SRR10114987","Sofia Beskid","Michelle Stuart","APCL15_121_L3074","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844260","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3074","APCL15_121","Haina",2015-06-09 06:50:00,3,2015,6,9,6,50,10.6409585313,124.782799019,"L3074","APCL15_121","Haina",2015-06-09 06:50:00,3,2015,6,9,6,50,10.6409585313,124.782799019
1542,"M0066","PRJNA563695","SAMN12743146","SRR10115272","Sofia Beskid","Michelle Stuart","APCL16_066_L3628","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844638","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3628","APCL16_066","Palanas",2016-05-13 07:24:00,3,2016,5,13,7,24,10.8738160995,124.710823763175,"L3628","APCL16_066","Palanas",2016-05-13 07:24:00,3,2016,5,13,7,24,10.8738160995,124.710823763175
1543,"M0066","PRJNA563695","SAMN12747260","SRR10118241","Sofia Beskid","Michelle Stuart","APCL16_568_L5262","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848104","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5262","APCL16_568","Palanas",2016-06-05 02:08:00,3,2016,6,5,2,8,10.872774249875,124.711817835925,"L5262","APCL16_568","Palanas",2016-06-05 02:08:00,3,2016,6,5,2,8,10.872774249875,124.711817835925
1544,"M0066","PRJNA563695","SAMN12747409","SRR10118624","Sofia Beskid","Michelle Stuart","APCL16_747_L5425","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848268","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5425","APCL16_747","Tamakin Dacot",2016-06-09 01:32:00,4,2016,6,9,1,32,10.653827288175,124.7839318961,"L5425","APCL16_747","Tamakin Dacot",2016-06-09 01:32:00,4,2016,6,9,1,32,10.653827288175,124.7839318961
1545,"M0066","PRJNA563695","SAMN12743147","SRR10115271","Sofia Beskid","Michelle Stuart","APCL16_067_L3629","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844639","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3629","APCL16_067","Palanas",2016-05-13 07:24:00,3,2016,5,13,7,24,10.8738160995,124.710823763175,"L3629","APCL16_067","Palanas",2016-05-13 07:24:00,3,2016,5,13,7,24,10.8738160995,124.710823763175
1546,"M0066","PRJNA563695","SAMN12746809","SRR10117989","Sofia Beskid","Michelle Stuart","APCL18_597_L4090","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847684","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4090","APCL18_597","Haina",2018-03-30 01:17:00,4,2018,3,30,1,17,10.64150861465,124.777916392775,"L4090","APCL18_597","Haina",2018-03-30 01:17:00,4,2018,3,30,1,17,10.64150861465,124.777916392775
1547,"M0066","PRJNA563695","SAMN12743270","SRR10115205","Sofia Beskid","Michelle Stuart","APCL18_193_L3791","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844705","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3791","APCL18_193","Sitio Baybayon",2018-03-11 07:59:00,4,2018,3,11,7,59,10.634604943925,124.776359621875,"L3791","APCL18_193","Sitio Baybayon",2018-03-11 07:59:00,4,2018,3,11,7,59,10.634604943925,124.776359621875
1548,"M0066","PRJNA563695","SAMN12742548","SRR10114653","Sofia Beskid","Michelle Stuart","APCL15_372316_L2708","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6843922","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L2708","APCL15_372316","Cabatoan",2015-06-05 03:18:00,3,2015,6,5,3,18,10.85536365395,124.726219936275,"L2708","APCL15_372316","Cabatoan",2015-06-05 03:18:00,3,2015,6,5,3,18,10.85536365395,124.726219936275
1549,"M0066","PRJNA563695","SAMN12743034","SRR10114733","Sofia Beskid","Michelle Stuart","APCL17_008_L3388","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6844514","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L3388","APCL17_008","Wangag",2017-05-13 03:27:40,5,2017,5,13,3,27,10.871473378525,124.714176063425,"L3388","APCL17_008","Wangag",2017-05-13 03:27:40,5,2017,5,13,3,27,10.871473378525,124.714176063425
1550,"M0066","PRJNA563695","SAMN12747280","SRR10118766","Sofia Beskid","Michelle Stuart","APCL16_592_L5284","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848126","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5284","APCL16_592","Wangag",2016-06-05 05:32:00,3,2016,6,5,5,32,10.869146855525,124.7163261473,"L5284","APCL16_592","Wangag",2016-06-05 05:32:00,3,2016,6,5,5,32,10.869146855525,124.7163261473
1551,"M0066","PRJNA563695","SAMN12747284","SRR10118762","Sofia Beskid","Michelle Stuart","APCL16_596_L5288","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848130","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5288","APCL16_596","Wangag",2016-06-05 05:32:00,3,2016,6,5,5,32,10.869146855525,124.7163261473,"L5288","APCL16_596","Wangag",2016-06-05 05:32:00,3,2016,6,5,5,32,10.869146855525,124.7163261473
1552,"M0066","PRJNA563695","SAMN12746808","SRR10117990","Sofia Beskid","Michelle Stuart","APCL18_595_L4089","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","male",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847683","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L4089","APCL18_595","Haina",2018-03-30 01:03:00,4,2018,3,30,1,3,10.6416433328,124.778073846825,"L4089","APCL18_595","Haina",2018-03-30 01:03:00,4,2018,3,30,1,3,10.6416433328,124.778073846825
1553,"M0066","PRJNA563695","SAMN12747035","SRR10118492","Sofia Beskid","Michelle Stuart","APCL16_257_L5022","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847853","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5022","APCL16_257","Wangag",2016-05-21 06:34:00,3,2016,5,21,6,34,10.871460700875,124.7138796584,"L5022","APCL16_257","Wangag",2016-05-21 06:34:00,3,2016,5,21,6,34,10.871460700875,124.7138796584
1554,"M0066","PRJNA563695","SAMN12747048","SRR10118478","Sofia Beskid","Michelle Stuart","APCL16_270_L5035","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847867","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5035","APCL16_270","Hicgop South",2016-05-25 06:06:00,3,2016,5,25,6,6,10.810730019575,124.764786518675,"L5035","APCL16_270","Hicgop South",2016-05-25 06:06:00,3,2016,5,25,6,6,10.810730019575,124.764786518675
1555,"M0066","PRJNA563695","SAMN12747224","SRR10118282","Sofia Beskid","Michelle Stuart","APCL16_515_L5222","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6848063","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5222","APCL16_515","Wangag",2016-06-03 05:22:00,3,2016,6,3,5,22,10.870857120025,124.71445746485,"L5222","APCL16_515","Wangag",2016-06-03 05:22:00,3,2016,6,3,5,22,10.870857120025,124.71445746485
1556,"M0066","PRJNA563695","SAMN12747095","SRR10118425","Sofia Beskid","Michelle Stuart","APCL16_335_L5083","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"juvenile","",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6847920","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L5083","APCL16_335","N. Magbangon",2016-05-29 03:55:00,3,2016,5,29,3,55,10.861798692475,124.7211434785,"L5083","APCL16_335","N. Magbangon",2016-05-29 03:55:00,3,2016,5,29,3,55,10.861798692475,124.7211434785
1557,"M0066","PRJNA563695","SAMN12686316","SRR10062291","Sofia Beskid","Michelle Stuart","APCL13_555_L1217","Amphiprion","Amphiprion clarkii",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata","Actinopteri",NA,"Pomacentridae","yellowtail clownfish","NCBI queried: Fri Jul 17 11:55:33 2020",80970,NA,"adult","female",NA,NA,NA,"tail fin",NA,NA,NA,NA,NA,NA,NA,NA,"ReducedRepresentation","RAD-Seq","SINGLE","ILLUMINA","Illumina HiSeq 2500","SRP220170","SRX6796183","Model organism or animal; version 1.0","PRJNA563695_Amphiprion-clarkii","L1217","APCL13_555","Hicgop South",2013-06-02 08:18:00,1,2013,6,2,8,18,10.8110065,124.764594,"L1217","APCL13_555","Hicgop South",2013-06-02 08:18:00,1,2013,6,2,8,18,10.8110065,124.764594
